id,project_id,communication_id,message_time,sender_team,recipient_team,channel,message_type,status,summary,linked_task_id,is_escalation
CM372,P006,C186,2026-06-14 16:43:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 14.,T946,True
CM373,P006,C187,2026-06-02 10:44:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T951,False
CM374,P006,C187,2026-06-13 16:44:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T951,False
CM375,P006,C188,2026-06-01 10:45:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T956,False
CM376,P006,C188,2026-06-12 16:45:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 16.,T956,False
CM377,P006,C189,2026-05-31 10:46:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T961,False
CM378,P006,C189,2026-06-11 16:46:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T961,False
CM379,P006,C190,2026-05-30 10:47:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T966,False
CM380,P006,C190,2026-06-10 16:47:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 18.,T966,True
CM381,P006,C191,2026-06-19 10:48:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T971,False
CM382,P006,C191,2026-06-09 16:48:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T971,False
CM383,P006,C192,2026-06-18 10:49:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T976,False
CM384,P006,C192,2026-06-08 16:49:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 20.,T976,False
CM385,P006,C193,2026-06-17 10:50:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T981,False
CM386,P006,C193,2026-06-24 16:50:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T981,False
CM387,P006,C194,2026-06-16 10:51:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T986,False
CM388,P006,C194,2026-06-23 16:51:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 22.,T986,True
CM389,P006,C195,2026-06-15 10:52:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T991,False
CM390,P006,C195,2026-06-22 16:52:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T991,False
CM391,P006,C196,2026-06-14 10:53:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T996,False
CM392,P006,C196,2026-06-21 16:53:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 24.,T996,False
CM393,P006,C197,2026-06-13 10:54:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T1001,False
CM394,P006,C197,2026-06-20 16:54:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T1001,False
CM395,P006,C198,2026-06-12 10:55:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T1006,False
CM396,P006,C198,2026-06-19 16:55:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 26.,T1006,True
CM397,P006,C199,2026-06-11 10:56:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T1011,False
CM398,P006,C199,2026-06-18 16:56:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T1011,False
CM399,P006,C200,2026-06-10 10:57:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T1016,False
CM400,P006,C200,2026-06-17 16:57:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 28.,T1016,False
CM401,P006,C201,2026-06-09 10:58:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T1021,False
CM402,P006,C201,2026-06-16 16:58:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T1021,False
CM403,P006,C202,2026-06-08 10:59:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T1026,False
CM404,P006,C202,2026-06-15 16:59:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 30.,T1026,True
CM405,P006,C203,2026-06-07 10:00:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T1031,False
CM406,P006,C203,2026-06-14 16:00:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T1031,False
CM407,P006,C204,2026-06-06 10:01:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T1036,False
CM408,P006,C204,2026-06-13 16:01:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 2.,T1036,False
CM409,P006,C205,2026-06-05 10:02:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T1041,False
CM410,P006,C205,2026-06-12 16:02:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T1041,False
CM411,P006,C206,2026-06-04 10:03:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T1046,False
CM412,P006,C206,2026-06-11 16:03:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 4.,T1046,True
CM413,P006,C207,2026-06-03 10:04:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T1051,False
CM414,P006,C207,2026-06-10 16:04:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T1051,False
CM415,P006,C208,2026-06-02 10:05:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T1056,False
CM416,P006,C208,2026-06-09 16:05:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 6.,T1056,False
CM417,P006,C209,2026-06-01 10:06:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T1061,False
CM418,P006,C209,2026-06-08 16:06:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T1061,False
CM419,P006,C210,2026-05-31 10:07:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T1066,False
CM420,P006,C210,2026-06-24 16:07:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 8.,T1066,True
CM421,P006,C211,2026-05-30 10:08:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T1071,False
CM422,P006,C211,2026-06-23 16:08:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T1071,False
CM423,P006,C212,2026-06-19 10:09:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T1076,False
CM424,P006,C212,2026-06-22 16:09:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 10.,T1076,False
CM425,P006,C213,2026-06-18 10:10:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T1081,False
CM426,P006,C213,2026-06-21 16:10:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T1081,False
CM427,P006,C214,2026-06-17 10:11:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T1086,False
CM428,P006,C214,2026-06-20 16:11:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 12.,T1086,True
CM429,P006,C215,2026-06-16 10:12:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T1091,False
CM430,P006,C215,2026-06-19 16:12:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T1091,False
CM431,P006,C216,2026-06-15 10:13:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T1096,False
CM432,P006,C216,2026-06-18 16:13:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 14.,T1096,False
CM433,P006,C217,2026-06-14 10:14:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T1101,False
CM434,P006,C217,2026-06-17 16:14:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T1101,False
CM435,P006,C218,2026-06-13 10:15:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T1106,False
CM436,P006,C218,2026-06-16 16:15:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 16.,T1106,True
CM437,P006,C219,2026-06-12 10:16:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T1111,False
CM438,P006,C219,2026-06-15 16:16:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T1111,False
CM439,P006,C220,2026-06-11 10:17:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T1116,False
CM440,P006,C220,2026-06-14 16:17:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 18.,T1116,False
CM441,P006,C221,2026-06-10 10:18:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T1121,False
CM442,P006,C221,2026-06-13 16:18:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T1121,False
CM443,P006,C222,2026-06-09 10:19:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T1126,False
CM444,P006,C222,2026-06-12 16:19:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 20.,T1126,True
CM445,P006,C223,2026-06-08 10:20:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T1131,False
CM446,P006,C223,2026-06-11 16:20:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T1131,False
CM447,P006,C224,2026-06-07 10:21:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T1136,False
CM448,P006,C224,2026-06-10 16:21:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 22.,T1136,False
CM449,P006,C225,2026-06-06 10:22:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T1141,False
CM450,P006,C225,2026-06-09 16:22:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T1141,False
CM451,P006,C226,2026-06-05 10:23:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T1146,False
CM452,P006,C226,2026-06-08 16:23:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 24.,T1146,True
CM453,P006,C227,2026-06-04 10:24:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T1151,False
CM454,P006,C227,2026-06-24 16:24:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T1151,False
CM455,P006,C228,2026-06-03 10:25:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T1156,False
CM456,P006,C228,2026-06-23 16:25:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 26.,T1156,False
CM457,P006,C229,2026-06-02 10:26:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T1161,False
CM458,P006,C229,2026-06-22 16:26:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T1161,False
CM459,P006,C230,2026-06-01 10:27:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T1166,False
CM460,P006,C230,2026-06-21 16:27:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 28.,T1166,True
CM461,P006,C231,2026-05-31 10:28:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T1171,False
CM462,P006,C231,2026-06-20 16:28:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T1171,False
CM463,P006,C232,2026-05-30 10:29:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T1176,False
CM464,P006,C232,2026-06-19 16:29:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 30.,T1176,False
CM465,P006,C233,2026-06-19 10:30:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T1181,False
CM466,P006,C233,2026-06-18 16:30:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T1181,False
CM467,P006,C234,2026-06-18 10:31:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T1186,False
CM468,P006,C234,2026-06-17 16:31:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 2.,T1186,True
CM469,P006,C235,2026-06-17 10:32:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T1191,False
CM470,P006,C235,2026-06-16 16:32:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T1191,False
CM471,P006,C236,2026-06-16 10:33:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T1196,False
CM472,P006,C236,2026-06-15 16:33:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 4.,T1196,False
CM473,P006,C237,2026-06-15 10:34:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T1201,False
CM474,P006,C237,2026-06-14 16:34:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T1201,False
CM475,P006,C238,2026-06-14 10:35:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T1206,False
CM476,P006,C238,2026-06-13 16:35:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 6.,T1206,True
CM477,P006,C239,2026-06-13 10:36:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T1211,False
CM478,P006,C239,2026-06-12 16:36:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T1211,False
CM479,P006,C240,2026-06-12 10:37:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T1216,False
CM480,P006,C240,2026-06-11 16:37:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 8.,T1216,False
CM481,P006,C241,2026-06-11 10:38:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T1221,False
CM482,P006,C241,2026-06-10 16:38:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T1221,False
CM483,P006,C242,2026-06-10 10:39:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T1226,False
CM484,P006,C242,2026-06-09 16:39:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 10.,T1226,True
CM485,P006,C243,2026-06-09 10:40:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T1231,False
CM486,P006,C243,2026-06-08 16:40:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T1231,False
CM487,P006,C244,2026-06-08 10:41:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T1236,False
CM488,P006,C244,2026-06-24 16:41:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 12.,T1236,False
CM489,P006,C245,2026-06-07 10:42:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T1241,False
CM490,P006,C245,2026-06-23 16:42:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T1241,False
CM491,P006,C246,2026-06-06 10:43:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T1246,False
CM492,P006,C246,2026-06-22 16:43:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 14.,T1246,True
CM493,P006,C247,2026-06-05 10:44:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T1251,False
CM494,P006,C247,2026-06-21 16:44:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T1251,False
CM495,P006,C248,2026-06-04 10:45:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 16.,T1256,False
CM496,P006,C248,2026-06-20 16:45:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 16.,T1256,False
CM497,P006,C249,2026-06-03 10:46:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 17.,T1261,False
CM498,P006,C249,2026-06-19 16:46:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 17.,T1261,False
CM499,P006,C250,2026-06-02 10:47:00,MAX Core,MAX AI,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 18.,T1266,False
CM500,P006,C250,2026-06-18 16:47:00,PMO,MAX AI,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 18.,T1266,True
CM501,P006,C251,2026-06-01 10:48:00,MAX Front,MAX Quality,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 19.,T1271,False
CM502,P006,C251,2026-06-17 16:48:00,MAX Quality,MAX Front,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 19.,T1271,False
CM503,P006,C252,2026-05-31 10:49:00,MAX Data,MAX Platform,Email,request,sent,Первичный запрос MAX2.0 по согласованию 20.,T1276,False
CM504,P006,C252,2026-06-16 16:49:00,MAX Platform,MAX Data,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 20.,T1276,False
CM505,P006,C253,2026-05-30 10:50:00,MAX AI,MAX Security,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 21.,T1281,False
CM506,P006,C253,2026-06-15 16:50:00,MAX Security,MAX AI,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 21.,T1281,False
CM507,P006,C254,2026-06-19 10:51:00,MAX Quality,MAX Integration,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 22.,T1286,False
CM508,P006,C254,2026-06-14 16:51:00,PMO,MAX Integration,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 22.,T1286,True
CM509,P006,C255,2026-06-18 10:52:00,MAX Platform,MAX Reliability,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 23.,T1291,False
CM510,P006,C255,2026-06-13 16:52:00,MAX Reliability,MAX Platform,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 23.,T1291,False
CM511,P006,C256,2026-06-17 10:53:00,MAX Security,MAX Compliance,Email,request,sent,Первичный запрос MAX2.0 по согласованию 24.,T1296,False
CM512,P006,C256,2026-06-12 16:53:00,MAX Compliance,MAX Security,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 24.,T1296,False
CM513,P006,C257,2026-06-16 10:54:00,MAX Integration,MAX CX,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 25.,T1301,False
CM514,P006,C257,2026-06-11 16:54:00,MAX CX,MAX Integration,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 25.,T1301,False
CM515,P006,C258,2026-06-15 10:55:00,MAX Reliability,MAX PMO,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 26.,T1306,False
CM516,P006,C258,2026-06-10 16:55:00,PMO,MAX PMO,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 26.,T1306,True
CM517,P006,C259,2026-06-14 10:56:00,MAX Compliance,MAX Analysis,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 27.,T1311,False
CM518,P006,C259,2026-06-09 16:56:00,MAX Analysis,MAX Compliance,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 27.,T1311,False
CM519,P006,C260,2026-06-13 10:57:00,MAX CX,MAX Architecture,Email,request,sent,Первичный запрос MAX2.0 по согласованию 28.,T1316,False
CM520,P006,C260,2026-06-08 16:57:00,MAX Architecture,MAX CX,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 28.,T1316,False
CM521,P006,C261,2026-06-12 10:58:00,MAX PMO,MAX Core,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 29.,T1321,False
CM522,P006,C261,2026-06-24 16:58:00,MAX Core,MAX PMO,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 29.,T1321,False
CM523,P006,C262,2026-06-11 10:59:00,MAX Analysis,MAX Front,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 30.,T1326,False
CM524,P006,C262,2026-06-23 16:59:00,PMO,MAX Front,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 30.,T1326,True
CM525,P006,C263,2026-06-10 10:00:00,MAX Architecture,MAX Data,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 1.,T131,False
CM526,P006,C263,2026-06-22 16:00:00,MAX Data,MAX Architecture,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 1.,T131,False
CM527,P006,C264,2026-06-09 10:01:00,MAX Core,MAX AI,Email,request,sent,Первичный запрос MAX2.0 по согласованию 2.,T136,False
CM528,P006,C264,2026-06-21 16:01:00,MAX AI,MAX Core,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 2.,T136,False
CM529,P006,C265,2026-06-08 10:02:00,MAX Front,MAX Quality,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 3.,T141,False
CM530,P006,C265,2026-06-20 16:02:00,MAX Quality,MAX Front,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 3.,T141,False
CM531,P006,C266,2026-06-07 10:03:00,MAX Data,MAX Platform,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 4.,T146,False
CM532,P006,C266,2026-06-19 16:03:00,PMO,MAX Platform,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 4.,T146,True
CM533,P006,C267,2026-06-06 10:04:00,MAX AI,MAX Security,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 5.,T151,False
CM534,P006,C267,2026-06-18 16:04:00,MAX Security,MAX AI,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 5.,T151,False
CM535,P006,C268,2026-06-05 10:05:00,MAX Quality,MAX Integration,Email,request,sent,Первичный запрос MAX2.0 по согласованию 6.,T156,False
CM536,P006,C268,2026-06-17 16:05:00,MAX Integration,MAX Quality,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 6.,T156,False
CM537,P006,C269,2026-06-04 10:06:00,MAX Platform,MAX Reliability,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 7.,T161,False
CM538,P006,C269,2026-06-16 16:06:00,MAX Reliability,MAX Platform,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 7.,T161,False
CM539,P006,C270,2026-06-03 10:07:00,MAX Security,MAX Compliance,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 8.,T166,False
CM540,P006,C270,2026-06-15 16:07:00,PMO,MAX Compliance,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 8.,T166,True
CM541,P006,C271,2026-06-02 10:08:00,MAX Integration,MAX CX,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 9.,T171,False
CM542,P006,C271,2026-06-14 16:08:00,MAX CX,MAX Integration,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 9.,T171,False
CM543,P006,C272,2026-06-01 10:09:00,MAX Reliability,MAX PMO,Email,request,sent,Первичный запрос MAX2.0 по согласованию 10.,T176,False
CM544,P006,C272,2026-06-13 16:09:00,MAX PMO,MAX Reliability,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 10.,T176,False
CM545,P006,C273,2026-05-31 10:10:00,MAX Compliance,MAX Analysis,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 11.,T181,False
CM546,P006,C273,2026-06-12 16:10:00,MAX Analysis,MAX Compliance,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 11.,T181,False
CM547,P006,C274,2026-05-30 10:11:00,MAX CX,MAX Architecture,Confluence,request,sent,Первичный запрос MAX2.0 по согласованию 12.,T186,False
CM548,P006,C274,2026-06-11 16:11:00,PMO,MAX Architecture,Confluence,escalation,escalated,Ответ или эскалация MAX2.0 по согласованию 12.,T186,True
CM549,P006,C275,2026-06-19 10:12:00,MAX PMO,MAX Core,Teams,request,sent,Первичный запрос MAX2.0 по согласованию 13.,T191,False
CM550,P006,C275,2026-06-10 16:12:00,MAX Core,MAX PMO,Teams,response,waiting,Ответ или эскалация MAX2.0 по согласованию 13.,T191,False
CM551,P006,C276,2026-06-18 10:13:00,MAX Analysis,MAX Front,Email,request,sent,Первичный запрос MAX2.0 по согласованию 14.,T196,False
CM552,P006,C276,2026-06-09 16:13:00,MAX Front,MAX Analysis,Email,response,waiting,Ответ или эскалация MAX2.0 по согласованию 14.,T196,False
CM553,P006,C277,2026-06-17 10:14:00,MAX Architecture,MAX Data,Jira,request,sent,Первичный запрос MAX2.0 по согласованию 15.,T201,False
CM554,P006,C277,2026-06-08 16:14:00,MAX Data,MAX Architecture,Jira,response,waiting,Ответ или эскалация MAX2.0 по согласованию 15.,T201,False
